Pools	PopA	PopO	PopC	PopX	Estimate
Pool1,Pool2;Pool3,Pool4	CYP_1	EBAT_1	EBHU_1	EBPL_1	-2.0693763421342198e-05
Pool1,Pool2;Pool3,Pool5	CYP_1	EBAT_1	EBHU_1	EERU_1	-0.00132427526279993
Pool1,Pool2;Pool3,Pool6	CYP_1	EBAT_1	EBHU_1	EERU_2	-0.0018286777003831398
Pool1,Pool2;Pool3,Pool7	CYP_1	EBAT_1	EBHU_1	EEUA_1	0.000531025383291694
Pool1,Pool2;Pool3,Pool8	CYP_1	EBAT_1	EBHU_1	EEUA_2	0.00120141191762496
Pool1,Pool2;Pool3,Pool9	CYP_1	EBAT_1	EBHU_1	TRK_1	-0.004616968862137471
Pool1,Pool2;Pool3,Pool10	CYP_1	EBAT_1	EBHU_1	WBDE_1	-0.00339678693761797
Pool1,Pool2;Pool3,Pool11	CYP_1	EBAT_1	EBHU_1	WBIT_1	-0.0024905579666104102
Pool1,Pool2;Pool3,Pool12	CYP_1	EBAT_1	EBHU_1	WEES_1	-0.00431834121726915
Pool1,Pool2;Pool3,Pool13	CYP_1	EBAT_1	EBHU_1	WEES_2	-0.00484025269067084
Pool1,Pool2;Pool3,Pool14	CYP_1	EBAT_1	EBHU_1	WEFR_1	-0.0030637947610786
Pool1,Pool2;Pool3,Pool15	CYP_1	EBAT_1	EBHU_1	WEFR_2	-0.00292212818861376
Pool1,Pool2;Pool3,Pool16	CYP_1	EBAT_1	EBHU_1	CNXJ	-0.0047189453806862295
Pool1,Pool2;Pool3,Pool17	CYP_1	EBAT_1	EBHU_1	CnOther	-0.005389769136326611
Pool1,Pool2;Pool3,Pool18	CYP_1	EBAT_1	EBHU_1	CnQTP	-0.00483429209037473
Pool1,Pool2;Pool3,Pool19	CYP_1	EBAT_1	EBHU_1	ISR	-0.00545691896910216
Pool1,Pool2;Pool3,Pool20	CYP_1	EBAT_1	EBHU_1	DGN	-0.00808858996874257
Pool1,Pool2;Pool3,Pool21	CYP_1	EBAT_1	EBHU_1	DrosSim	-0.00479680910204205
Pool1,Pool2;Pool4,Pool5	CYP_1	EBAT_1	EBPL_1	EERU_1	-0.00130358149937859
Pool1,Pool2;Pool4,Pool6	CYP_1	EBAT_1	EBPL_1	EERU_2	-0.0018079839369618
Pool1,Pool2;Pool4,Pool7	CYP_1	EBAT_1	EBPL_1	EEUA_1	0.000551719146713037
Pool1,Pool2;Pool4,Pool8	CYP_1	EBAT_1	EBPL_1	EEUA_2	0.0012221056810463
Pool1,Pool2;Pool4,Pool9	CYP_1	EBAT_1	EBPL_1	TRK_1	-0.004596275098716129
Pool1,Pool2;Pool4,Pool10	CYP_1	EBAT_1	EBPL_1	WBDE_1	-0.00337609317419663
Pool1,Pool2;Pool4,Pool11	CYP_1	EBAT_1	EBPL_1	WBIT_1	-0.00246986420318906
Pool1,Pool2;Pool4,Pool12	CYP_1	EBAT_1	EBPL_1	WEES_1	-0.00429764745384781
Pool1,Pool2;Pool4,Pool13	CYP_1	EBAT_1	EBPL_1	WEES_2	-0.0048195589272495
Pool1,Pool2;Pool4,Pool14	CYP_1	EBAT_1	EBPL_1	WEFR_1	-0.00304310099765726
Pool1,Pool2;Pool4,Pool15	CYP_1	EBAT_1	EBPL_1	WEFR_2	-0.00290143442519242
Pool1,Pool2;Pool4,Pool16	CYP_1	EBAT_1	EBPL_1	CNXJ	-0.00469825161726489
Pool1,Pool2;Pool4,Pool17	CYP_1	EBAT_1	EBPL_1	CnOther	-0.0053690753729052606
Pool1,Pool2;Pool4,Pool18	CYP_1	EBAT_1	EBPL_1	CnQTP	-0.00481359832695338
Pool1,Pool2;Pool4,Pool19	CYP_1	EBAT_1	EBPL_1	ISR	-0.005436225205680821
Pool1,Pool2;Pool4,Pool20	CYP_1	EBAT_1	EBPL_1	DGN	-0.00806789620532122
Pool1,Pool2;Pool4,Pool21	CYP_1	EBAT_1	EBPL_1	DrosSim	-0.0047761153386207105
Pool1,Pool2;Pool5,Pool6	CYP_1	EBAT_1	EERU_1	EERU_2	-0.000504402437583207
Pool1,Pool2;Pool5,Pool7	CYP_1	EBAT_1	EERU_1	EEUA_1	0.0018553006460916301
Pool1,Pool2;Pool5,Pool8	CYP_1	EBAT_1	EERU_1	EEUA_2	0.0025256871804249
Pool1,Pool2;Pool5,Pool9	CYP_1	EBAT_1	EERU_1	TRK_1	-0.00329269359933754
Pool1,Pool2;Pool5,Pool10	CYP_1	EBAT_1	EERU_1	WBDE_1	-0.00207251167481803
Pool1,Pool2;Pool5,Pool11	CYP_1	EBAT_1	EERU_1	WBIT_1	-0.00116628270381047
Pool1,Pool2;Pool5,Pool12	CYP_1	EBAT_1	EERU_1	WEES_1	-0.00299406595446922
Pool1,Pool2;Pool5,Pool13	CYP_1	EBAT_1	EERU_1	WEES_2	-0.00351597742787091
Pool1,Pool2;Pool5,Pool14	CYP_1	EBAT_1	EERU_1	WEFR_1	-0.00173951949827866
Pool1,Pool2;Pool5,Pool15	CYP_1	EBAT_1	EERU_1	WEFR_2	-0.00159785292581383
Pool1,Pool2;Pool5,Pool16	CYP_1	EBAT_1	EERU_1	CNXJ	-0.0033946701178863
Pool1,Pool2;Pool5,Pool17	CYP_1	EBAT_1	EERU_1	CnOther	-0.00406549387352667
Pool1,Pool2;Pool5,Pool18	CYP_1	EBAT_1	EERU_1	CnQTP	-0.00351001682757479
Pool1,Pool2;Pool5,Pool19	CYP_1	EBAT_1	EERU_1	ISR	-0.0041326437063022295
Pool1,Pool2;Pool5,Pool20	CYP_1	EBAT_1	EERU_1	DGN	-0.0067643147059426294
Pool1,Pool2;Pool5,Pool21	CYP_1	EBAT_1	EERU_1	DrosSim	-0.00347253383924212
Pool1,Pool2;Pool6,Pool7	CYP_1	EBAT_1	EERU_2	EEUA_1	0.00235970308367484
Pool1,Pool2;Pool6,Pool8	CYP_1	EBAT_1	EERU_2	EEUA_2	0.0030300896180081
Pool1,Pool2;Pool6,Pool9	CYP_1	EBAT_1	EERU_2	TRK_1	-0.00278829116175433
Pool1,Pool2;Pool6,Pool10	CYP_1	EBAT_1	EERU_2	WBDE_1	-0.0015681092372348301
Pool1,Pool2;Pool6,Pool11	CYP_1	EBAT_1	EERU_2	WBIT_1	-0.000661880266227266
Pool1,Pool2;Pool6,Pool12	CYP_1	EBAT_1	EERU_2	WEES_1	-0.00248966351688601
Pool1,Pool2;Pool6,Pool13	CYP_1	EBAT_1	EERU_2	WEES_2	-0.0030115749902877
Pool1,Pool2;Pool6,Pool14	CYP_1	EBAT_1	EERU_2	WEFR_1	-0.00123511706069546
Pool1,Pool2;Pool6,Pool15	CYP_1	EBAT_1	EERU_2	WEFR_2	-0.00109345048823062
Pool1,Pool2;Pool6,Pool16	CYP_1	EBAT_1	EERU_2	CNXJ	-0.0028902676803030897
Pool1,Pool2;Pool6,Pool17	CYP_1	EBAT_1	EERU_2	CnOther	-0.0035610914359434603
Pool1,Pool2;Pool6,Pool18	CYP_1	EBAT_1	EERU_2	CnQTP	-0.00300561438999158
Pool1,Pool2;Pool6,Pool19	CYP_1	EBAT_1	EERU_2	ISR	-0.0036282412687190205
Pool1,Pool2;Pool6,Pool20	CYP_1	EBAT_1	EERU_2	DGN	-0.00625991226835942
Pool1,Pool2;Pool6,Pool21	CYP_1	EBAT_1	EERU_2	DrosSim	-0.0029681314016589103
Pool1,Pool2;Pool7,Pool8	CYP_1	EBAT_1	EEUA_1	EEUA_2	0.000670386534333267
Pool1,Pool2;Pool7,Pool9	CYP_1	EBAT_1	EEUA_1	TRK_1	-0.00514799424542917
Pool1,Pool2;Pool7,Pool10	CYP_1	EBAT_1	EEUA_1	WBDE_1	-0.00392781232090966
Pool1,Pool2;Pool7,Pool11	CYP_1	EBAT_1	EEUA_1	WBIT_1	-0.0030215833499021
Pool1,Pool2;Pool7,Pool12	CYP_1	EBAT_1	EEUA_1	WEES_1	-0.00484936660056084
Pool1,Pool2;Pool7,Pool13	CYP_1	EBAT_1	EEUA_1	WEES_2	-0.00537127807396254
Pool1,Pool2;Pool7,Pool14	CYP_1	EBAT_1	EEUA_1	WEFR_1	-0.00359482014437029
Pool1,Pool2;Pool7,Pool15	CYP_1	EBAT_1	EEUA_1	WEFR_2	-0.00345315357190545
Pool1,Pool2;Pool7,Pool16	CYP_1	EBAT_1	EEUA_1	CNXJ	-0.00524997076397793
Pool1,Pool2;Pool7,Pool17	CYP_1	EBAT_1	EEUA_1	CnOther	-0.0059207945196183
Pool1,Pool2;Pool7,Pool18	CYP_1	EBAT_1	EEUA_1	CnQTP	-0.00536531747366642
Pool1,Pool2;Pool7,Pool19	CYP_1	EBAT_1	EEUA_1	ISR	-0.00598794435239386
Pool1,Pool2;Pool7,Pool20	CYP_1	EBAT_1	EEUA_1	DGN	-0.00861961535203426
Pool1,Pool2;Pool7,Pool21	CYP_1	EBAT_1	EEUA_1	DrosSim	-0.00532783448533375
Pool1,Pool2;Pool8,Pool9	CYP_1	EBAT_1	EEUA_2	TRK_1	-0.00581838077976243
Pool1,Pool2;Pool8,Pool10	CYP_1	EBAT_1	EEUA_2	WBDE_1	-0.00459819885524293
Pool1,Pool2;Pool8,Pool11	CYP_1	EBAT_1	EEUA_2	WBIT_1	-0.0036919698842353705
Pool1,Pool2;Pool8,Pool12	CYP_1	EBAT_1	EEUA_2	WEES_1	-0.00551975313489411
Pool1,Pool2;Pool8,Pool13	CYP_1	EBAT_1	EEUA_2	WEES_2	-0.0060416646082958
Pool1,Pool2;Pool8,Pool14	CYP_1	EBAT_1	EEUA_2	WEFR_1	-0.00426520667870356
Pool1,Pool2;Pool8,Pool15	CYP_1	EBAT_1	EEUA_2	WEFR_2	-0.00412354010623872
Pool1,Pool2;Pool8,Pool16	CYP_1	EBAT_1	EEUA_2	CNXJ	-0.0059203572983112
Pool1,Pool2;Pool8,Pool17	CYP_1	EBAT_1	EEUA_2	CnOther	-0.00659118105395157
Pool1,Pool2;Pool8,Pool18	CYP_1	EBAT_1	EEUA_2	CnQTP	-0.00603570400799969
Pool1,Pool2;Pool8,Pool19	CYP_1	EBAT_1	EEUA_2	ISR	-0.00665833088672713
Pool1,Pool2;Pool8,Pool20	CYP_1	EBAT_1	EEUA_2	DGN	-0.009290001886367529
Pool1,Pool2;Pool8,Pool21	CYP_1	EBAT_1	EEUA_2	DrosSim	-0.00599822101966702
Pool1,Pool2;Pool9,Pool10	CYP_1	EBAT_1	TRK_1	WBDE_1	0.0012201819245195
Pool1,Pool2;Pool9,Pool11	CYP_1	EBAT_1	TRK_1	WBIT_1	0.00212641089552706
Pool1,Pool2;Pool9,Pool12	CYP_1	EBAT_1	TRK_1	WEES_1	0.000298627644868321
Pool1,Pool2;Pool9,Pool13	CYP_1	EBAT_1	TRK_1	WEES_2	-0.00022328382853337202
Pool1,Pool2;Pool9,Pool14	CYP_1	EBAT_1	TRK_1	WEFR_1	0.0015531741010588699
Pool1,Pool2;Pool9,Pool15	CYP_1	EBAT_1	TRK_1	WEFR_2	0.0016948406735237099
Pool1,Pool2;Pool9,Pool16	CYP_1	EBAT_1	TRK_1	CNXJ	-0.000101976518548763
Pool1,Pool2;Pool9,Pool17	CYP_1	EBAT_1	TRK_1	CnOther	-0.000772800274189134
Pool1,Pool2;Pool9,Pool18	CYP_1	EBAT_1	TRK_1	CnQTP	-0.000217323228237254
Pool1,Pool2;Pool9,Pool19	CYP_1	EBAT_1	TRK_1	ISR	-0.000839950106964693
Pool1,Pool2;Pool9,Pool20	CYP_1	EBAT_1	TRK_1	DGN	-0.00347162110660509
Pool1,Pool2;Pool9,Pool21	CYP_1	EBAT_1	TRK_1	DrosSim	-0.000179840239904583
Pool1,Pool2;Pool10,Pool11	CYP_1	EBAT_1	WBDE_1	WBIT_1	0.000906228971007561
Pool1,Pool2;Pool10,Pool12	CYP_1	EBAT_1	WBDE_1	WEES_1	-0.000921554279651182
Pool1,Pool2;Pool10,Pool13	CYP_1	EBAT_1	WBDE_1	WEES_2	-0.00144346575305287
Pool1,Pool2;Pool10,Pool14	CYP_1	EBAT_1	WBDE_1	WEFR_1	0.000332992176539371
Pool1,Pool2;Pool10,Pool15	CYP_1	EBAT_1	WBDE_1	WEFR_2	0.000474658749004209
Pool1,Pool2;Pool10,Pool16	CYP_1	EBAT_1	WBDE_1	CNXJ	-0.00132215844306827
Pool1,Pool2;Pool10,Pool17	CYP_1	EBAT_1	WBDE_1	CnOther	-0.0019929821987086397
Pool1,Pool2;Pool10,Pool18	CYP_1	EBAT_1	WBDE_1	CnQTP	-0.0014375051527567599
Pool1,Pool2;Pool10,Pool19	CYP_1	EBAT_1	WBDE_1	ISR	-0.0020601320314842
Pool1,Pool2;Pool10,Pool20	CYP_1	EBAT_1	WBDE_1	DGN	-0.0046918030311246
Pool1,Pool2;Pool10,Pool21	CYP_1	EBAT_1	WBDE_1	DrosSim	-0.0014000221644240901
Pool1,Pool2;Pool11,Pool12	CYP_1	EBAT_1	WBIT_1	WEES_1	-0.0018277832506587398
Pool1,Pool2;Pool11,Pool13	CYP_1	EBAT_1	WBIT_1	WEES_2	-0.00234969472406044
Pool1,Pool2;Pool11,Pool14	CYP_1	EBAT_1	WBIT_1	WEFR_1	-0.00057323679446819
Pool1,Pool2;Pool11,Pool15	CYP_1	EBAT_1	WBIT_1	WEFR_2	-0.000431570222003352
Pool1,Pool2;Pool11,Pool16	CYP_1	EBAT_1	WBIT_1	CNXJ	-0.00222838741407583
Pool1,Pool2;Pool11,Pool17	CYP_1	EBAT_1	WBIT_1	CnOther	-0.0028992111697162
Pool1,Pool2;Pool11,Pool18	CYP_1	EBAT_1	WBIT_1	CnQTP	-0.00234373412376432
Pool1,Pool2;Pool11,Pool19	CYP_1	EBAT_1	WBIT_1	ISR	-0.00296636100249176
Pool1,Pool2;Pool11,Pool20	CYP_1	EBAT_1	WBIT_1	DGN	-0.00559803200213216
Pool1,Pool2;Pool11,Pool21	CYP_1	EBAT_1	WBIT_1	DrosSim	-0.00230625113543165
Pool1,Pool2;Pool12,Pool13	CYP_1	EBAT_1	WEES_1	WEES_2	-0.000521911473401693
Pool1,Pool2;Pool12,Pool14	CYP_1	EBAT_1	WEES_1	WEFR_1	0.00125454645619055
Pool1,Pool2;Pool12,Pool15	CYP_1	EBAT_1	WEES_1	WEFR_2	0.00139621302865539
Pool1,Pool2;Pool12,Pool16	CYP_1	EBAT_1	WEES_1	CNXJ	-0.000400604163417084
Pool1,Pool2;Pool12,Pool17	CYP_1	EBAT_1	WEES_1	CnOther	-0.00107142791905745
Pool1,Pool2;Pool12,Pool18	CYP_1	EBAT_1	WEES_1	CnQTP	-0.000515950873105575
Pool1,Pool2;Pool12,Pool19	CYP_1	EBAT_1	WEES_1	ISR	-0.00113857775183301
Pool1,Pool2;Pool12,Pool20	CYP_1	EBAT_1	WEES_1	DGN	-0.0037702487514734203
Pool1,Pool2;Pool12,Pool21	CYP_1	EBAT_1	WEES_1	DrosSim	-0.00047846788477290403
Pool1,Pool2;Pool13,Pool14	CYP_1	EBAT_1	WEES_2	WEFR_1	0.00177645792959225
Pool1,Pool2;Pool13,Pool15	CYP_1	EBAT_1	WEES_2	WEFR_2	0.0019181245020570802
Pool1,Pool2;Pool13,Pool16	CYP_1	EBAT_1	WEES_2	CNXJ	0.000121307309984608
Pool1,Pool2;Pool13,Pool17	CYP_1	EBAT_1	WEES_2	CnOther	-0.000549516445655762
Pool1,Pool2;Pool13,Pool18	CYP_1	EBAT_1	WEES_2	CnQTP	5.960600296117669e-06
Pool1,Pool2;Pool13,Pool19	CYP_1	EBAT_1	WEES_2	ISR	-0.000616666278431321
Pool1,Pool2;Pool13,Pool20	CYP_1	EBAT_1	WEES_2	DGN	-0.0032483372780717197
Pool1,Pool2;Pool13,Pool21	CYP_1	EBAT_1	WEES_2	DrosSim	4.34435886287887e-05
Pool1,Pool2;Pool14,Pool15	CYP_1	EBAT_1	WEFR_1	WEFR_2	0.000141666572464838
Pool1,Pool2;Pool14,Pool16	CYP_1	EBAT_1	WEFR_1	CNXJ	-0.0016551506196076401
Pool1,Pool2;Pool14,Pool17	CYP_1	EBAT_1	WEFR_1	CnOther	-0.0023259743752480104
Pool1,Pool2;Pool14,Pool18	CYP_1	EBAT_1	WEFR_1	CnQTP	-0.00177049732929613
Pool1,Pool2;Pool14,Pool19	CYP_1	EBAT_1	WEFR_1	ISR	-0.00239312420802357
Pool1,Pool2;Pool14,Pool20	CYP_1	EBAT_1	WEFR_1	DGN	-0.0050247952076639705
Pool1,Pool2;Pool14,Pool21	CYP_1	EBAT_1	WEFR_1	DrosSim	-0.00173301434096346
Pool1,Pool2;Pool15,Pool16	CYP_1	EBAT_1	WEFR_2	CNXJ	-0.0017968171920724801
Pool1,Pool2;Pool15,Pool17	CYP_1	EBAT_1	WEFR_2	CnOther	-0.00246764094771285
Pool1,Pool2;Pool15,Pool18	CYP_1	EBAT_1	WEFR_2	CnQTP	-0.0019121639017609699
Pool1,Pool2;Pool15,Pool19	CYP_1	EBAT_1	WEFR_2	ISR	-0.0025347907804884103
Pool1,Pool2;Pool15,Pool20	CYP_1	EBAT_1	WEFR_2	DGN	-0.00516646178012881
Pool1,Pool2;Pool15,Pool21	CYP_1	EBAT_1	WEFR_2	DrosSim	-0.00187468091342829
Pool1,Pool2;Pool16,Pool17	CYP_1	EBAT_1	CNXJ	CnOther	-0.000670823755640371
Pool1,Pool2;Pool16,Pool18	CYP_1	EBAT_1	CNXJ	CnQTP	-0.00011534670968849099
Pool1,Pool2;Pool16,Pool19	CYP_1	EBAT_1	CNXJ	ISR	-0.00073797358841593
Pool1,Pool2;Pool16,Pool20	CYP_1	EBAT_1	CNXJ	DGN	-0.00336964458805633
Pool1,Pool2;Pool16,Pool21	CYP_1	EBAT_1	CNXJ	DrosSim	-7.78637213558198e-05
Pool1,Pool2;Pool17,Pool18	CYP_1	EBAT_1	CnOther	CnQTP	0.00055547704595188
Pool1,Pool2;Pool17,Pool19	CYP_1	EBAT_1	CnOther	ISR	-6.71498327755593e-05
Pool1,Pool2;Pool17,Pool20	CYP_1	EBAT_1	CnOther	DGN	-0.00269882083241596
Pool1,Pool2;Pool17,Pool21	CYP_1	EBAT_1	CnOther	DrosSim	0.000592960034284551
Pool1,Pool2;Pool18,Pool19	CYP_1	EBAT_1	CnQTP	ISR	-0.0006226268787274389
Pool1,Pool2;Pool18,Pool20	CYP_1	EBAT_1	CnQTP	DGN	-0.00325429787836784
Pool1,Pool2;Pool18,Pool21	CYP_1	EBAT_1	CnQTP	DrosSim	3.74829883326711e-05
Pool1,Pool2;Pool19,Pool20	CYP_1	EBAT_1	ISR	DGN	-0.0026316709996404
Pool1,Pool2;Pool19,Pool21	CYP_1	EBAT_1	ISR	DrosSim	0.00066010986706011
Pool1,Pool2;Pool20,Pool21	CYP_1	EBAT_1	DGN	DrosSim	0.00329178086670051
Pool1,Pool3;Pool2,Pool4	CYP_1	EBHU_1	EBAT_1	EBPL_1	0.000294723099167171
Pool1,Pool3;Pool2,Pool5	CYP_1	EBHU_1	EBAT_1	EERU_1	-0.000750744151825855
Pool1,Pool3;Pool2,Pool6	CYP_1	EBHU_1	EBAT_1	EERU_2	-0.00129240495660399
Pool1,Pool3;Pool2,Pool7	CYP_1	EBHU_1	EBAT_1	EEUA_1	0.00118026747738792
Pool1,Pool3;Pool2,Pool8	CYP_1	EBHU_1	EBAT_1	EEUA_2	0.0017273564399092301
Pool1,Pool3;Pool2,Pool9	CYP_1	EBHU_1	EBAT_1	TRK_1	-0.0045979635640195395
Pool1,Pool3;Pool2,Pool10	CYP_1	EBHU_1	EBAT_1	WBDE_1	-0.0027795133637867897
Pool1,Pool3;Pool2,Pool11	CYP_1	EBHU_1	EBAT_1	WBIT_1	-0.00235418314141334
Pool1,Pool3;Pool2,Pool12	CYP_1	EBHU_1	EBAT_1	WEES_1	-0.0037802283596986602
Pool1,Pool3;Pool2,Pool13	CYP_1	EBHU_1	EBAT_1	WEES_2	-0.0038560560652931
Pool1,Pool3;Pool2,Pool14	CYP_1	EBHU_1	EBAT_1	WEFR_1	-0.00246567529053815
Pool1,Pool3;Pool2,Pool15	CYP_1	EBHU_1	EBAT_1	WEFR_2	-0.00265824601926545
Pool1,Pool3;Pool2,Pool16	CYP_1	EBHU_1	EBAT_1	CNXJ	-0.0047146574630443396
Pool1,Pool3;Pool2,Pool17	CYP_1	EBHU_1	EBAT_1	CnOther	-0.00517901280427935
Pool1,Pool3;Pool2,Pool18	CYP_1	EBHU_1	EBAT_1	CnQTP	-0.00523450179756657
Pool1,Pool3;Pool2,Pool19	CYP_1	EBHU_1	EBAT_1	ISR	-0.007192749497299309
Pool1,Pool3;Pool2,Pool20	CYP_1	EBHU_1	EBAT_1	DGN	-0.00810733368903727
Pool1,Pool3;Pool2,Pool21	CYP_1	EBHU_1	EBAT_1	DrosSim	-0.0036903167637140602
Pool1,Pool3;Pool4,Pool5	CYP_1	EBHU_1	EBPL_1	EERU_1	-0.00104546725099303
Pool1,Pool3;Pool4,Pool6	CYP_1	EBHU_1	EBPL_1	EERU_2	-0.00158712805577116
Pool1,Pool3;Pool4,Pool7	CYP_1	EBHU_1	EBPL_1	EEUA_1	0.0008855443782207481
Pool1,Pool3;Pool4,Pool8	CYP_1	EBHU_1	EBPL_1	EEUA_2	0.00143263334074206
Pool1,Pool3;Pool4,Pool9	CYP_1	EBHU_1	EBPL_1	TRK_1	-0.00489268666318671
Pool1,Pool3;Pool4,Pool10	CYP_1	EBHU_1	EBPL_1	WBDE_1	-0.00307423646295396
Pool1,Pool3;Pool4,Pool11	CYP_1	EBHU_1	EBPL_1	WBIT_1	-0.0026489062405805103
Pool1,Pool3;Pool4,Pool12	CYP_1	EBHU_1	EBPL_1	WEES_1	-0.004074951458865829
Pool1,Pool3;Pool4,Pool13	CYP_1	EBHU_1	EBPL_1	WEES_2	-0.00415077916446027
Pool1,Pool3;Pool4,Pool14	CYP_1	EBHU_1	EBPL_1	WEFR_1	-0.00276039838970532
Pool1,Pool3;Pool4,Pool15	CYP_1	EBHU_1	EBPL_1	WEFR_2	-0.0029529691184326198
Pool1,Pool3;Pool4,Pool16	CYP_1	EBHU_1	EBPL_1	CNXJ	-0.00500938056221151
Pool1,Pool3;Pool4,Pool17	CYP_1	EBHU_1	EBPL_1	CnOther	-0.00547373590344652
Pool1,Pool3;Pool4,Pool18	CYP_1	EBHU_1	EBPL_1	CnQTP	-0.0055292248967337395
Pool1,Pool3;Pool4,Pool19	CYP_1	EBHU_1	EBPL_1	ISR	-0.00748747259646648
Pool1,Pool3;Pool4,Pool20	CYP_1	EBHU_1	EBPL_1	DGN	-0.00840205678820444
Pool1,Pool3;Pool4,Pool21	CYP_1	EBHU_1	EBPL_1	DrosSim	-0.003985039862881229
Pool1,Pool3;Pool5,Pool6	CYP_1	EBHU_1	EERU_1	EERU_2	-0.0005416608047781321
Pool1,Pool3;Pool5,Pool7	CYP_1	EBHU_1	EERU_1	EEUA_1	0.00193101162921377
Pool1,Pool3;Pool5,Pool8	CYP_1	EBHU_1	EERU_1	EEUA_2	0.0024781005917350898
Pool1,Pool3;Pool5,Pool9	CYP_1	EBHU_1	EERU_1	TRK_1	-0.0038472194121936796
Pool1,Pool3;Pool5,Pool10	CYP_1	EBHU_1	EERU_1	WBDE_1	-0.0020287692119609303
Pool1,Pool3;Pool5,Pool11	CYP_1	EBHU_1	EERU_1	WBIT_1	-0.00160343898958748
Pool1,Pool3;Pool5,Pool12	CYP_1	EBHU_1	EERU_1	WEES_1	-0.0030294842078728
Pool1,Pool3;Pool5,Pool13	CYP_1	EBHU_1	EERU_1	WEES_2	-0.00310531191346725
Pool1,Pool3;Pool5,Pool14	CYP_1	EBHU_1	EERU_1	WEFR_1	-0.00171493113871229
Pool1,Pool3;Pool5,Pool15	CYP_1	EBHU_1	EERU_1	WEFR_2	-0.0019075018674396
Pool1,Pool3;Pool5,Pool16	CYP_1	EBHU_1	EERU_1	CNXJ	-0.003963913311218479
Pool1,Pool3;Pool5,Pool17	CYP_1	EBHU_1	EERU_1	CnOther	-0.00442826865245349
Pool1,Pool3;Pool5,Pool18	CYP_1	EBHU_1	EERU_1	CnQTP	-0.00448375764574072
Pool1,Pool3;Pool5,Pool19	CYP_1	EBHU_1	EERU_1	ISR	-0.00644200534547346
Pool1,Pool3;Pool5,Pool20	CYP_1	EBHU_1	EERU_1	DGN	-0.007356589537211409
Pool1,Pool3;Pool5,Pool21	CYP_1	EBHU_1	EERU_1	DrosSim	-0.0029395726118882103
Pool1,Pool3;Pool6,Pool7	CYP_1	EBHU_1	EERU_2	EEUA_1	0.00247267243399191
Pool1,Pool3;Pool6,Pool8	CYP_1	EBHU_1	EERU_2	EEUA_2	0.00301976139651322
Pool1,Pool3;Pool6,Pool9	CYP_1	EBHU_1	EERU_2	TRK_1	-0.00330555860741555
Pool1,Pool3;Pool6,Pool10	CYP_1	EBHU_1	EERU_2	WBDE_1	-0.0014871084071828
Pool1,Pool3;Pool6,Pool11	CYP_1	EBHU_1	EERU_2	WBIT_1	-0.00106177818480935
Pool1,Pool3;Pool6,Pool12	CYP_1	EBHU_1	EERU_2	WEES_1	-0.0024878234030946697
Pool1,Pool3;Pool6,Pool13	CYP_1	EBHU_1	EERU_2	WEES_2	-0.0025636511086891104
Pool1,Pool3;Pool6,Pool14	CYP_1	EBHU_1	EERU_2	WEFR_1	-0.00117327033393416
Pool1,Pool3;Pool6,Pool15	CYP_1	EBHU_1	EERU_2	WEFR_2	-0.00136584106266147
Pool1,Pool3;Pool6,Pool16	CYP_1	EBHU_1	EERU_2	CNXJ	-0.00342225250644035
Pool1,Pool3;Pool6,Pool17	CYP_1	EBHU_1	EERU_2	CnOther	-0.0038866078476753603
Pool1,Pool3;Pool6,Pool18	CYP_1	EBHU_1	EERU_2	CnQTP	-0.00394209684096258
Pool1,Pool3;Pool6,Pool19	CYP_1	EBHU_1	EERU_2	ISR	-0.00590034454069532
Pool1,Pool3;Pool6,Pool20	CYP_1	EBHU_1	EERU_2	DGN	-0.0068149287324332794
Pool1,Pool3;Pool6,Pool21	CYP_1	EBHU_1	EERU_2	DrosSim	-0.00239791180711008
Pool1,Pool3;Pool7,Pool8	CYP_1	EBHU_1	EEUA_1	EEUA_2	0.000547088962521314
Pool1,Pool3;Pool7,Pool9	CYP_1	EBHU_1	EEUA_1	TRK_1	-0.00577823104140746
Pool1,Pool3;Pool7,Pool10	CYP_1	EBHU_1	EEUA_1	WBDE_1	-0.00395978084117471
Pool1,Pool3;Pool7,Pool11	CYP_1	EBHU_1	EEUA_1	WBIT_1	-0.00353445061880125
Pool1,Pool3;Pool7,Pool12	CYP_1	EBHU_1	EEUA_1	WEES_1	-0.004960495837086579
Pool1,Pool3;Pool7,Pool13	CYP_1	EBHU_1	EEUA_1	WEES_2	-0.0050363235426810204
Pool1,Pool3;Pool7,Pool14	CYP_1	EBHU_1	EEUA_1	WEFR_1	-0.0036459427679260705
Pool1,Pool3;Pool7,Pool15	CYP_1	EBHU_1	EEUA_1	WEFR_2	-0.0038385134966533703
Pool1,Pool3;Pool7,Pool16	CYP_1	EBHU_1	EEUA_1	CNXJ	-0.00589492494043226
Pool1,Pool3;Pool7,Pool17	CYP_1	EBHU_1	EEUA_1	CnOther	-0.00635928028166727
Pool1,Pool3;Pool7,Pool18	CYP_1	EBHU_1	EEUA_1	CnQTP	-0.00641476927495449
Pool1,Pool3;Pool7,Pool19	CYP_1	EBHU_1	EEUA_1	ISR	-0.008373016974687229
Pool1,Pool3;Pool7,Pool20	CYP_1	EBHU_1	EEUA_1	DGN	-0.00928760116642519
Pool1,Pool3;Pool7,Pool21	CYP_1	EBHU_1	EEUA_1	DrosSim	-0.004870584241101979
