Pools	PopA	PopO	PopC	PopX	Estimate
Pool4,Pool17;Pool5,Pool18	EBPL_1	CnOther	EERU_1	CnQTP	0.0234977327359839
Pool4,Pool17;Pool5,Pool19	EBPL_1	CnOther	EERU_1	ISR	0.00324182599178163
Pool4,Pool17;Pool5,Pool20	EBPL_1	CnOther	EERU_1	DGN	0.0123822792737823
Pool4,Pool17;Pool5,Pool21	EBPL_1	CnOther	EERU_1	DrosSim	0.00326868460572227
Pool4,Pool17;Pool6,Pool7	EBPL_1	CnOther	EERU_2	EEUA_1	-0.00283943476761372
Pool4,Pool17;Pool6,Pool8	EBPL_1	CnOther	EERU_2	EEUA_2	-0.00351423807911383
Pool4,Pool17;Pool6,Pool9	EBPL_1	CnOther	EERU_2	TRK_1	0.0005443263282761121
Pool4,Pool17;Pool6,Pool10	EBPL_1	CnOther	EERU_2	WBDE_1	0.00133846706480512
Pool4,Pool17;Pool6,Pool11	EBPL_1	CnOther	EERU_2	WBIT_1	-0.000564783772994515
Pool4,Pool17;Pool6,Pool12	EBPL_1	CnOther	EERU_2	WEES_1	0.00160794682791349
Pool4,Pool17;Pool6,Pool13	EBPL_1	CnOther	EERU_2	WEES_2	0.00195574075400101
Pool4,Pool17;Pool6,Pool14	EBPL_1	CnOther	EERU_2	WEFR_1	0.000580127461773661
Pool4,Pool17;Pool6,Pool15	EBPL_1	CnOther	EERU_2	WEFR_2	0.00033477025503320096
Pool4,Pool17;Pool6,Pool16	EBPL_1	CnOther	EERU_2	CNXJ	0.0153322914267653
Pool4,Pool17;Pool6,Pool18	EBPL_1	CnOther	EERU_2	CnQTP	0.0224389320095392
Pool4,Pool17;Pool6,Pool19	EBPL_1	CnOther	EERU_2	ISR	0.00218302526533692
Pool4,Pool17;Pool6,Pool20	EBPL_1	CnOther	EERU_2	DGN	0.0113234785473376
Pool4,Pool17;Pool6,Pool21	EBPL_1	CnOther	EERU_2	DrosSim	0.00220988387927756
Pool4,Pool17;Pool7,Pool8	EBPL_1	CnOther	EEUA_1	EEUA_2	-0.000674803311500105
Pool4,Pool17;Pool7,Pool9	EBPL_1	CnOther	EEUA_1	TRK_1	0.00338376109588984
Pool4,Pool17;Pool7,Pool10	EBPL_1	CnOther	EEUA_1	WBDE_1	0.00417790183241884
Pool4,Pool17;Pool7,Pool11	EBPL_1	CnOther	EEUA_1	WBIT_1	0.0022746509946192104
Pool4,Pool17;Pool7,Pool12	EBPL_1	CnOther	EEUA_1	WEES_1	0.00444738159552721
Pool4,Pool17;Pool7,Pool13	EBPL_1	CnOther	EEUA_1	WEES_2	0.00479517552161474
Pool4,Pool17;Pool7,Pool14	EBPL_1	CnOther	EEUA_1	WEFR_1	0.00341956222938739
Pool4,Pool17;Pool7,Pool15	EBPL_1	CnOther	EEUA_1	WEFR_2	0.00317420502264693
Pool4,Pool17;Pool7,Pool16	EBPL_1	CnOther	EEUA_1	CNXJ	0.018171726194378998
Pool4,Pool17;Pool7,Pool18	EBPL_1	CnOther	EEUA_1	CnQTP	0.0252783667771529
Pool4,Pool17;Pool7,Pool19	EBPL_1	CnOther	EEUA_1	ISR	0.00502246003295065
Pool4,Pool17;Pool7,Pool20	EBPL_1	CnOther	EEUA_1	DGN	0.0141629133149513
Pool4,Pool17;Pool7,Pool21	EBPL_1	CnOther	EEUA_1	DrosSim	0.00504931864689129
Pool4,Pool17;Pool8,Pool9	EBPL_1	CnOther	EEUA_2	TRK_1	0.00405856440738994
Pool4,Pool17;Pool8,Pool10	EBPL_1	CnOther	EEUA_2	WBDE_1	0.00485270514391895
Pool4,Pool17;Pool8,Pool11	EBPL_1	CnOther	EEUA_2	WBIT_1	0.0029494543061193102
Pool4,Pool17;Pool8,Pool12	EBPL_1	CnOther	EEUA_2	WEES_1	0.0051221849070273206
Pool4,Pool17;Pool8,Pool13	EBPL_1	CnOther	EEUA_2	WEES_2	0.00546997883311484
Pool4,Pool17;Pool8,Pool14	EBPL_1	CnOther	EEUA_2	WEFR_1	0.00409436554088749
Pool4,Pool17;Pool8,Pool15	EBPL_1	CnOther	EEUA_2	WEFR_2	0.0038490083341470296
Pool4,Pool17;Pool8,Pool16	EBPL_1	CnOther	EEUA_2	CNXJ	0.0188465295058791
Pool4,Pool17;Pool8,Pool18	EBPL_1	CnOther	EEUA_2	CnQTP	0.0259531700886531
Pool4,Pool17;Pool8,Pool19	EBPL_1	CnOther	EEUA_2	ISR	0.00569726334445075
Pool4,Pool17;Pool8,Pool20	EBPL_1	CnOther	EEUA_2	DGN	0.0148377166264514
Pool4,Pool17;Pool8,Pool21	EBPL_1	CnOther	EEUA_2	DrosSim	0.00572412195839139
Pool4,Pool17;Pool9,Pool10	EBPL_1	CnOther	TRK_1	WBDE_1	0.0007941407365290031
Pool4,Pool17;Pool9,Pool11	EBPL_1	CnOther	TRK_1	WBIT_1	-0.00110911010127063
Pool4,Pool17;Pool9,Pool12	EBPL_1	CnOther	TRK_1	WEES_1	0.0010636204996373698
Pool4,Pool17;Pool9,Pool13	EBPL_1	CnOther	TRK_1	WEES_2	0.0014114144257249
Pool4,Pool17;Pool9,Pool14	EBPL_1	CnOther	TRK_1	WEFR_1	3.5801133497548294e-05
Pool4,Pool17;Pool9,Pool15	EBPL_1	CnOther	TRK_1	WEFR_2	-0.00020955607324291101
Pool4,Pool17;Pool9,Pool16	EBPL_1	CnOther	TRK_1	CNXJ	0.0147879650984892
Pool4,Pool17;Pool9,Pool18	EBPL_1	CnOther	TRK_1	CnQTP	0.0218946056812631
Pool4,Pool17;Pool9,Pool19	EBPL_1	CnOther	TRK_1	ISR	0.0016386989370608099
Pool4,Pool17;Pool9,Pool20	EBPL_1	CnOther	TRK_1	DGN	0.0107791522190614
Pool4,Pool17;Pool9,Pool21	EBPL_1	CnOther	TRK_1	DrosSim	0.00166555755100145
Pool4,Pool17;Pool10,Pool11	EBPL_1	CnOther	WBDE_1	WBIT_1	-0.00190325083779963
Pool4,Pool17;Pool10,Pool12	EBPL_1	CnOther	WBDE_1	WEES_1	0.000269479763108371
Pool4,Pool17;Pool10,Pool13	EBPL_1	CnOther	WBDE_1	WEES_2	0.000617273689195896
Pool4,Pool17;Pool10,Pool14	EBPL_1	CnOther	WBDE_1	WEFR_1	-0.000758339603031455
Pool4,Pool17;Pool10,Pool15	EBPL_1	CnOther	WBDE_1	WEFR_2	-0.00100369680977191
Pool4,Pool17;Pool10,Pool16	EBPL_1	CnOther	WBDE_1	CNXJ	0.0139938243619602
Pool4,Pool17;Pool10,Pool18	EBPL_1	CnOther	WBDE_1	CnQTP	0.0211004649447341
Pool4,Pool17;Pool10,Pool19	EBPL_1	CnOther	WBDE_1	ISR	0.000844558200531809
Pool4,Pool17;Pool10,Pool20	EBPL_1	CnOther	WBDE_1	DGN	0.00998501148253245
Pool4,Pool17;Pool10,Pool21	EBPL_1	CnOther	WBDE_1	DrosSim	0.000871416814472448
Pool4,Pool17;Pool11,Pool12	EBPL_1	CnOther	WBIT_1	WEES_1	0.002172730600908
Pool4,Pool17;Pool11,Pool13	EBPL_1	CnOther	WBIT_1	WEES_2	0.0025205245269955302
Pool4,Pool17;Pool11,Pool14	EBPL_1	CnOther	WBIT_1	WEFR_1	0.0011449112347681801
Pool4,Pool17;Pool11,Pool15	EBPL_1	CnOther	WBIT_1	WEFR_2	0.000899554028027716
Pool4,Pool17;Pool11,Pool16	EBPL_1	CnOther	WBIT_1	CNXJ	0.0158970751997598
Pool4,Pool17;Pool11,Pool18	EBPL_1	CnOther	WBIT_1	CnQTP	0.0230037157825337
Pool4,Pool17;Pool11,Pool19	EBPL_1	CnOther	WBIT_1	ISR	0.00274780903833144
Pool4,Pool17;Pool11,Pool20	EBPL_1	CnOther	WBIT_1	DGN	0.0118882623203321
Pool4,Pool17;Pool11,Pool21	EBPL_1	CnOther	WBIT_1	DrosSim	0.0027746676522720803
Pool4,Pool17;Pool12,Pool13	EBPL_1	CnOther	WEES_1	WEES_2	0.000347793926087525
Pool4,Pool17;Pool12,Pool14	EBPL_1	CnOther	WEES_1	WEFR_1	-0.0010278193661398302
Pool4,Pool17;Pool12,Pool15	EBPL_1	CnOther	WEES_1	WEFR_2	-0.00127317657288029
Pool4,Pool17;Pool12,Pool16	EBPL_1	CnOther	WEES_1	CNXJ	0.0137243445988518
Pool4,Pool17;Pool12,Pool18	EBPL_1	CnOther	WEES_1	CnQTP	0.0208309851816257
Pool4,Pool17;Pool12,Pool19	EBPL_1	CnOther	WEES_1	ISR	0.000575078437423437
Pool4,Pool17;Pool12,Pool20	EBPL_1	CnOther	WEES_1	DGN	0.00971553171942408
Pool4,Pool17;Pool12,Pool21	EBPL_1	CnOther	WEES_1	DrosSim	0.000601937051364076
Pool4,Pool17;Pool13,Pool14	EBPL_1	CnOther	WEES_2	WEFR_1	-0.00137561329222735
Pool4,Pool17;Pool13,Pool15	EBPL_1	CnOther	WEES_2	WEFR_2	-0.00162097049896781
Pool4,Pool17;Pool13,Pool16	EBPL_1	CnOther	WEES_2	CNXJ	0.0133765506727643
Pool4,Pool17;Pool13,Pool18	EBPL_1	CnOther	WEES_2	CnQTP	0.0204831912555382
Pool4,Pool17;Pool13,Pool19	EBPL_1	CnOther	WEES_2	ISR	0.00022728451133591202
Pool4,Pool17;Pool13,Pool20	EBPL_1	CnOther	WEES_2	DGN	0.00936773779333655
Pool4,Pool17;Pool13,Pool21	EBPL_1	CnOther	WEES_2	DrosSim	0.000254143125276551
Pool4,Pool17;Pool14,Pool15	EBPL_1	CnOther	WEFR_1	WEFR_2	-0.00024535720674046
Pool4,Pool17;Pool14,Pool16	EBPL_1	CnOther	WEFR_1	CNXJ	0.0147521639649916
Pool4,Pool17;Pool14,Pool18	EBPL_1	CnOther	WEFR_1	CnQTP	0.0218588045477656
Pool4,Pool17;Pool14,Pool19	EBPL_1	CnOther	WEFR_1	ISR	0.00160289780356326
Pool4,Pool17;Pool14,Pool20	EBPL_1	CnOther	WEFR_1	DGN	0.0107433510855639
Pool4,Pool17;Pool14,Pool21	EBPL_1	CnOther	WEFR_1	DrosSim	0.0016297564175039
Pool4,Pool17;Pool15,Pool16	EBPL_1	CnOther	WEFR_2	CNXJ	0.0149975211717321
Pool4,Pool17;Pool15,Pool18	EBPL_1	CnOther	WEFR_2	CnQTP	0.022104161754506003
Pool4,Pool17;Pool15,Pool19	EBPL_1	CnOther	WEFR_2	ISR	0.00184825501030372
Pool4,Pool17;Pool15,Pool20	EBPL_1	CnOther	WEFR_2	DGN	0.0109887082923044
Pool4,Pool17;Pool15,Pool21	EBPL_1	CnOther	WEFR_2	DrosSim	0.00187511362424436
Pool4,Pool17;Pool16,Pool18	EBPL_1	CnOther	CNXJ	CnQTP	0.00710664058277394
Pool4,Pool17;Pool16,Pool19	EBPL_1	CnOther	CNXJ	ISR	-0.0131492661614284
Pool4,Pool17;Pool16,Pool20	EBPL_1	CnOther	CNXJ	DGN	-0.00400881287942773
Pool4,Pool17;Pool16,Pool21	EBPL_1	CnOther	CNXJ	DrosSim	-0.0131224075474877
Pool4,Pool17;Pool18,Pool19	EBPL_1	CnOther	CnQTP	ISR	-0.0202559067442023
Pool4,Pool17;Pool18,Pool20	EBPL_1	CnOther	CnQTP	DGN	-0.0111154534622017
Pool4,Pool17;Pool18,Pool21	EBPL_1	CnOther	CnQTP	DrosSim	-0.0202290481302617
Pool4,Pool17;Pool19,Pool20	EBPL_1	CnOther	ISR	DGN	0.009140453282000641
Pool4,Pool17;Pool19,Pool21	EBPL_1	CnOther	ISR	DrosSim	2.6858613940639e-05
Pool4,Pool17;Pool20,Pool21	EBPL_1	CnOther	DGN	DrosSim	-0.00911359466806
Pool4,Pool18;Pool5,Pool6	EBPL_1	CnQTP	EERU_1	EERU_2	0.00108351035619025
Pool4,Pool18;Pool5,Pool7	EBPL_1	CnQTP	EERU_1	EEUA_1	-0.0019249729860828
Pool4,Pool18;Pool5,Pool8	EBPL_1	CnQTP	EERU_1	EEUA_2	-0.0025349644410684303
Pool4,Pool18;Pool5,Pool9	EBPL_1	CnQTP	EERU_1	TRK_1	0.0013484052995296801
Pool4,Pool18;Pool5,Pool10	EBPL_1	CnQTP	EERU_1	WBDE_1	0.00190229632071903
Pool4,Pool18;Pool5,Pool11	EBPL_1	CnQTP	EERU_1	WBIT_1	0.000163196675311061
Pool4,Pool18;Pool5,Pool12	EBPL_1	CnQTP	EERU_1	WEES_1	0.00185828410853339
Pool4,Pool18;Pool5,Pool13	EBPL_1	CnQTP	EERU_1	WEES_2	0.00171702415860514
Pool4,Pool18;Pool5,Pool14	EBPL_1	CnQTP	EERU_1	WEFR_1	0.00097268155022906
Pool4,Pool18;Pool5,Pool15	EBPL_1	CnQTP	EERU_1	WEFR_2	0.0006350835859881281
Pool4,Pool18;Pool5,Pool16	EBPL_1	CnQTP	EERU_1	CNXJ	0.0188493269847378
Pool4,Pool18;Pool5,Pool17	EBPL_1	CnQTP	EERU_1	CnOther	0.0233220878106924
Pool4,Pool18;Pool5,Pool19	EBPL_1	CnQTP	EERU_1	ISR	0.00347415164739368
Pool4,Pool18;Pool5,Pool20	EBPL_1	CnQTP	EERU_1	DGN	0.0101427216948005
Pool4,Pool18;Pool5,Pool21	EBPL_1	CnQTP	EERU_1	DrosSim	0.000640986776569374
Pool4,Pool18;Pool6,Pool7	EBPL_1	CnQTP	EERU_2	EEUA_1	-0.00300848334227305
Pool4,Pool18;Pool6,Pool8	EBPL_1	CnQTP	EERU_2	EEUA_2	-0.00361847479725869
Pool4,Pool18;Pool6,Pool9	EBPL_1	CnQTP	EERU_2	TRK_1	0.00026489494333942204
Pool4,Pool18;Pool6,Pool10	EBPL_1	CnQTP	EERU_2	WBDE_1	0.000818785964528779
Pool4,Pool18;Pool6,Pool11	EBPL_1	CnQTP	EERU_2	WBIT_1	-0.000920313680879192
Pool4,Pool18;Pool6,Pool12	EBPL_1	CnQTP	EERU_2	WEES_1	0.0007747737523431389
Pool4,Pool18;Pool6,Pool13	EBPL_1	CnQTP	EERU_2	WEES_2	0.000633513802414887
Pool4,Pool18;Pool6,Pool14	EBPL_1	CnQTP	EERU_2	WEFR_1	-0.000110828805961194
Pool4,Pool18;Pool6,Pool15	EBPL_1	CnQTP	EERU_2	WEFR_2	-0.00044842677020212596
Pool4,Pool18;Pool6,Pool16	EBPL_1	CnQTP	EERU_2	CNXJ	0.0177658166285476
Pool4,Pool18;Pool6,Pool17	EBPL_1	CnQTP	EERU_2	CnOther	0.0222385774545021
Pool4,Pool18;Pool6,Pool19	EBPL_1	CnQTP	EERU_2	ISR	0.00239064129120342
Pool4,Pool18;Pool6,Pool20	EBPL_1	CnQTP	EERU_2	DGN	0.009059211338610209
Pool4,Pool18;Pool6,Pool21	EBPL_1	CnQTP	EERU_2	DrosSim	-0.000442523579620879
Pool4,Pool18;Pool7,Pool8	EBPL_1	CnQTP	EEUA_1	EEUA_2	-0.000609991454985637
Pool4,Pool18;Pool7,Pool9	EBPL_1	CnQTP	EEUA_1	TRK_1	0.00327337828561247
Pool4,Pool18;Pool7,Pool10	EBPL_1	CnQTP	EEUA_1	WBDE_1	0.0038272693068018295
Pool4,Pool18;Pool7,Pool11	EBPL_1	CnQTP	EEUA_1	WBIT_1	0.00208816966139386
Pool4,Pool18;Pool7,Pool12	EBPL_1	CnQTP	EEUA_1	WEES_1	0.00378325709461619
Pool4,Pool18;Pool7,Pool13	EBPL_1	CnQTP	EEUA_1	WEES_2	0.0036419971446879397
Pool4,Pool18;Pool7,Pool14	EBPL_1	CnQTP	EEUA_1	WEFR_1	0.0028976545363118603
Pool4,Pool18;Pool7,Pool15	EBPL_1	CnQTP	EEUA_1	WEFR_2	0.00256005657207092
Pool4,Pool18;Pool7,Pool16	EBPL_1	CnQTP	EEUA_1	CNXJ	0.0207742999708206
Pool4,Pool18;Pool7,Pool17	EBPL_1	CnQTP	EEUA_1	CnOther	0.0252470607967752
Pool4,Pool18;Pool7,Pool19	EBPL_1	CnQTP	EEUA_1	ISR	0.00539912463347647
Pool4,Pool18;Pool7,Pool20	EBPL_1	CnQTP	EEUA_1	DGN	0.0120676946808833
Pool4,Pool18;Pool7,Pool21	EBPL_1	CnQTP	EEUA_1	DrosSim	0.0025659597626521698
Pool4,Pool18;Pool8,Pool9	EBPL_1	CnQTP	EEUA_2	TRK_1	0.00388336974059811
Pool4,Pool18;Pool8,Pool10	EBPL_1	CnQTP	EEUA_2	WBDE_1	0.0044372607617874605
Pool4,Pool18;Pool8,Pool11	EBPL_1	CnQTP	EEUA_2	WBIT_1	0.00269816111637949
Pool4,Pool18;Pool8,Pool12	EBPL_1	CnQTP	EEUA_2	WEES_1	0.00439324854960182
Pool4,Pool18;Pool8,Pool13	EBPL_1	CnQTP	EEUA_2	WEES_2	0.00425198859967357
Pool4,Pool18;Pool8,Pool14	EBPL_1	CnQTP	EEUA_2	WEFR_1	0.00350764599129749
Pool4,Pool18;Pool8,Pool15	EBPL_1	CnQTP	EEUA_2	WEFR_2	0.00317004802705656
Pool4,Pool18;Pool8,Pool16	EBPL_1	CnQTP	EEUA_2	CNXJ	0.0213842914258063
Pool4,Pool18;Pool8,Pool17	EBPL_1	CnQTP	EEUA_2	CnOther	0.0258570522517608
Pool4,Pool18;Pool8,Pool19	EBPL_1	CnQTP	EEUA_2	ISR	0.00600911608846211
Pool4,Pool18;Pool8,Pool20	EBPL_1	CnQTP	EEUA_2	DGN	0.0126776861358689
Pool4,Pool18;Pool8,Pool21	EBPL_1	CnQTP	EEUA_2	DrosSim	0.0031759512176378103
Pool4,Pool18;Pool9,Pool10	EBPL_1	CnQTP	TRK_1	WBDE_1	0.0005538910211893571
Pool4,Pool18;Pool9,Pool11	EBPL_1	CnQTP	TRK_1	WBIT_1	-0.00118520862421861
Pool4,Pool18;Pool9,Pool12	EBPL_1	CnQTP	TRK_1	WEES_1	0.000509878809003717
Pool4,Pool18;Pool9,Pool13	EBPL_1	CnQTP	TRK_1	WEES_2	0.000368618859075465
Pool4,Pool18;Pool9,Pool14	EBPL_1	CnQTP	TRK_1	WEFR_1	-0.00037572374930061603
Pool4,Pool18;Pool9,Pool15	EBPL_1	CnQTP	TRK_1	WEFR_2	-0.0007133217135415481
Pool4,Pool18;Pool9,Pool16	EBPL_1	CnQTP	TRK_1	CNXJ	0.0175009216852082
Pool4,Pool18;Pool9,Pool17	EBPL_1	CnQTP	TRK_1	CnOther	0.0219736825111627
Pool4,Pool18;Pool9,Pool19	EBPL_1	CnQTP	TRK_1	ISR	0.0021257463478639997
Pool4,Pool18;Pool9,Pool20	EBPL_1	CnQTP	TRK_1	DGN	0.00879431639527078
Pool4,Pool18;Pool9,Pool21	EBPL_1	CnQTP	TRK_1	DrosSim	-0.000707418522960301
Pool4,Pool18;Pool10,Pool11	EBPL_1	CnQTP	WBDE_1	WBIT_1	-0.00173909964540797
Pool4,Pool18;Pool10,Pool12	EBPL_1	CnQTP	WBDE_1	WEES_1	-4.40122121856401e-05
Pool4,Pool18;Pool10,Pool13	EBPL_1	CnQTP	WBDE_1	WEES_2	-0.000185272162113892
Pool4,Pool18;Pool10,Pool14	EBPL_1	CnQTP	WBDE_1	WEFR_1	-0.0009296147704899731
Pool4,Pool18;Pool10,Pool15	EBPL_1	CnQTP	WBDE_1	WEFR_2	-0.0012672127347309
Pool4,Pool18;Pool10,Pool16	EBPL_1	CnQTP	WBDE_1	CNXJ	0.0169470306640188
Pool4,Pool18;Pool10,Pool17	EBPL_1	CnQTP	WBDE_1	CnOther	0.0214197914899734
Pool4,Pool18;Pool10,Pool19	EBPL_1	CnQTP	WBDE_1	ISR	0.00157185532667464
Pool4,Pool18;Pool10,Pool20	EBPL_1	CnQTP	WBDE_1	DGN	0.00824042537408143
Pool4,Pool18;Pool10,Pool21	EBPL_1	CnQTP	WBDE_1	DrosSim	-0.00126130954414966
Pool4,Pool18;Pool11,Pool12	EBPL_1	CnQTP	WBIT_1	WEES_1	0.00169508743322233
Pool4,Pool18;Pool11,Pool13	EBPL_1	CnQTP	WBIT_1	WEES_2	0.0015538274832940801
Pool4,Pool18;Pool11,Pool14	EBPL_1	CnQTP	WBIT_1	WEFR_1	0.000809484874917998
Pool4,Pool18;Pool11,Pool15	EBPL_1	CnQTP	WBIT_1	WEFR_2	0.000471886910677066
Pool4,Pool18;Pool11,Pool16	EBPL_1	CnQTP	WBIT_1	CNXJ	0.0186861303094268
Pool4,Pool18;Pool11,Pool17	EBPL_1	CnQTP	WBIT_1	CnOther	0.0231588911353813
Pool4,Pool18;Pool11,Pool19	EBPL_1	CnQTP	WBIT_1	ISR	0.0033109549720826102
Pool4,Pool18;Pool11,Pool20	EBPL_1	CnQTP	WBIT_1	DGN	0.0099795250194894
Pool4,Pool18;Pool11,Pool21	EBPL_1	CnQTP	WBIT_1	DrosSim	0.000477790101258313
Pool4,Pool18;Pool12,Pool13	EBPL_1	CnQTP	WEES_1	WEES_2	-0.000141259949928252
Pool4,Pool18;Pool12,Pool14	EBPL_1	CnQTP	WEES_1	WEFR_1	-0.000885602558304333
Pool4,Pool18;Pool12,Pool15	EBPL_1	CnQTP	WEES_1	WEFR_2	-0.00122320052254526
Pool4,Pool18;Pool12,Pool16	EBPL_1	CnQTP	WEES_1	CNXJ	0.0169910428762045
Pool4,Pool18;Pool12,Pool17	EBPL_1	CnQTP	WEES_1	CnOther	0.021463803702159
Pool4,Pool18;Pool12,Pool19	EBPL_1	CnQTP	WEES_1	ISR	0.0016158675388602802
Pool4,Pool18;Pool12,Pool20	EBPL_1	CnQTP	WEES_1	DGN	0.00828443758626707
Pool4,Pool18;Pool12,Pool21	EBPL_1	CnQTP	WEES_1	DrosSim	-0.0012172973319640199
Pool4,Pool18;Pool13,Pool14	EBPL_1	CnQTP	WEES_2	WEFR_1	-0.000744342608376081
Pool4,Pool18;Pool13,Pool15	EBPL_1	CnQTP	WEES_2	WEFR_2	-0.00108194057261701
Pool4,Pool18;Pool13,Pool16	EBPL_1	CnQTP	WEES_2	CNXJ	0.0171323028261327
Pool4,Pool18;Pool13,Pool17	EBPL_1	CnQTP	WEES_2	CnOther	0.0216050636520873
Pool4,Pool18;Pool13,Pool19	EBPL_1	CnQTP	WEES_2	ISR	0.00175712748878853
Pool4,Pool18;Pool13,Pool20	EBPL_1	CnQTP	WEES_2	DGN	0.00842569753619532
Pool4,Pool18;Pool13,Pool21	EBPL_1	CnQTP	WEES_2	DrosSim	-0.00107603738203577
Pool4,Pool18;Pool14,Pool15	EBPL_1	CnQTP	WEFR_1	WEFR_2	-0.000337597964240932
Pool4,Pool18;Pool14,Pool16	EBPL_1	CnQTP	WEFR_1	CNXJ	0.0178766454345088
Pool4,Pool18;Pool14,Pool17	EBPL_1	CnQTP	WEFR_1	CnOther	0.0223494062604633
Pool4,Pool18;Pool14,Pool19	EBPL_1	CnQTP	WEFR_1	ISR	0.00250147009716462
Pool4,Pool18;Pool14,Pool20	EBPL_1	CnQTP	WEFR_1	DGN	0.0091700401445714
Pool4,Pool18;Pool14,Pool21	EBPL_1	CnQTP	WEFR_1	DrosSim	-0.00033169477365968503
Pool4,Pool18;Pool15,Pool16	EBPL_1	CnQTP	WEFR_2	CNXJ	0.0182142433987497
Pool4,Pool18;Pool15,Pool17	EBPL_1	CnQTP	WEFR_2	CnOther	0.0226870042247043
Pool4,Pool18;Pool15,Pool19	EBPL_1	CnQTP	WEFR_2	ISR	0.00283906806140555
Pool4,Pool18;Pool15,Pool20	EBPL_1	CnQTP	WEFR_2	DGN	0.00950763810881233
Pool4,Pool18;Pool15,Pool21	EBPL_1	CnQTP	WEFR_2	DrosSim	5.90319058124678e-06
Pool4,Pool18;Pool16,Pool17	EBPL_1	CnQTP	CNXJ	CnOther	0.00447276082595455
Pool4,Pool18;Pool16,Pool19	EBPL_1	CnQTP	CNXJ	ISR	-0.0153751753373442
Pool4,Pool18;Pool16,Pool20	EBPL_1	CnQTP	CNXJ	DGN	-0.008706605289937391
Pool4,Pool18;Pool16,Pool21	EBPL_1	CnQTP	CNXJ	DrosSim	-0.0182083402081685
Pool4,Pool18;Pool17,Pool19	EBPL_1	CnQTP	CnOther	ISR	-0.0198479361632987
Pool4,Pool18;Pool17,Pool20	EBPL_1	CnQTP	CnOther	DGN	-0.0131793661158919
Pool4,Pool18;Pool17,Pool21	EBPL_1	CnQTP	CnOther	DrosSim	-0.022681101034122998
Pool4,Pool18;Pool19,Pool20	EBPL_1	CnQTP	ISR	DGN	0.00666857004740679
Pool4,Pool18;Pool19,Pool21	EBPL_1	CnQTP	ISR	DrosSim	-0.0028331648708243
Pool4,Pool18;Pool20,Pool21	EBPL_1	CnQTP	DGN	DrosSim	-0.009501734918231091
Pool4,Pool19;Pool5,Pool6	EBPL_1	ISR	EERU_1	EERU_2	0.000808745278694678
Pool4,Pool19;Pool5,Pool7	EBPL_1	ISR	EERU_1	EEUA_1	-0.0012884812851020099
Pool4,Pool19;Pool5,Pool8	EBPL_1	ISR	EERU_1	EEUA_2	-0.00164779664622583
Pool4,Pool19;Pool5,Pool9	EBPL_1	ISR	EERU_1	TRK_1	0.00305790805468581
Pool4,Pool19;Pool5,Pool10	EBPL_1	ISR	EERU_1	WBDE_1	0.0020820503973560897
Pool4,Pool19;Pool5,Pool11	EBPL_1	ISR	EERU_1	WBIT_1	0.0017295407841813
Pool4,Pool19;Pool5,Pool12	EBPL_1	ISR	EERU_1	WEES_1	0.00311198389017947
Pool4,Pool19;Pool5,Pool13	EBPL_1	ISR	EERU_1	WEES_2	0.00324581730345258
Pool4,Pool19;Pool5,Pool14	EBPL_1	ISR	EERU_1	WEFR_1	0.0016967951097453
Pool4,Pool19;Pool5,Pool15	EBPL_1	ISR	EERU_1	WEFR_2	0.0017589213643923699
Pool4,Pool19;Pool5,Pool16	EBPL_1	ISR	EERU_1	CNXJ	0.004065604447982429
Pool4,Pool19;Pool5,Pool17	EBPL_1	ISR	EERU_1	CnOther	0.00429993903299997
Pool4,Pool19;Pool5,Pool18	EBPL_1	ISR	EERU_1	CnQTP	0.00470790961390355
Pool4,Pool19;Pool5,Pool20	EBPL_1	ISR	EERU_1	DGN	0.00979615775810366
Pool4,Pool19;Pool5,Pool21	EBPL_1	ISR	EERU_1	DrosSim	-0.00257987846643248
Pool4,Pool19;Pool6,Pool7	EBPL_1	ISR	EERU_2	EEUA_1	-0.00209722656379668
Pool4,Pool19;Pool6,Pool8	EBPL_1	ISR	EERU_2	EEUA_2	-0.00245654192492051
Pool4,Pool19;Pool6,Pool9	EBPL_1	ISR	EERU_2	TRK_1	0.00224916277599113
Pool4,Pool19;Pool6,Pool10	EBPL_1	ISR	EERU_2	WBDE_1	0.0012733051186614198
Pool4,Pool19;Pool6,Pool11	EBPL_1	ISR	EERU_2	WBIT_1	0.0009207955054866269
Pool4,Pool19;Pool6,Pool12	EBPL_1	ISR	EERU_2	WEES_1	0.00230323861148479
Pool4,Pool19;Pool6,Pool13	EBPL_1	ISR	EERU_2	WEES_2	0.0024370720247579
Pool4,Pool19;Pool6,Pool14	EBPL_1	ISR	EERU_2	WEFR_1	0.000888049831050619
Pool4,Pool19;Pool6,Pool15	EBPL_1	ISR	EERU_2	WEFR_2	0.0009501760856976961
Pool4,Pool19;Pool6,Pool16	EBPL_1	ISR	EERU_2	CNXJ	0.00325685916928775
Pool4,Pool19;Pool6,Pool17	EBPL_1	ISR	EERU_2	CnOther	0.0034911937543052897
Pool4,Pool19;Pool6,Pool18	EBPL_1	ISR	EERU_2	CnQTP	0.0038991643352088703
Pool4,Pool19;Pool6,Pool20	EBPL_1	ISR	EERU_2	DGN	0.00898741247940898
Pool4,Pool19;Pool6,Pool21	EBPL_1	ISR	EERU_2	DrosSim	-0.00338862374512716
