stat_name var_imp
ML1p_1 0.190276297715087
ML1p_2 0.140505167358411
ML1p_3 0.117605571964685
ML1p_4 0.137920304276967
ML2p_1.2 0.225356548352505
ML2p_1.3 0.173664381346043
ML2p_1.4 0.166419458402137
ML2p_2.3 0.121468933596925
ML2p_2.4 0.120145425631892
ML2p_3.4 0.115348201278597
ML3p_1.2.3 0.192851512403035
ML3p_1.2.4 0.223409555690375
ML3p_1.3.4 0.184113690818098
ML3p_2.3.4 0.117079097888164
HWm_1 0.19207962431937
HWm_2 0.109471852974011
HWm_3 0.0907582763364857
HWm_4 0.11478083762731
HWv_1 0.245747778691257
HWv_2 0.160687798975694
HWv_3 0.151543221964129
HWv_4 0.172629124935457
HBm_1.2 0.106307068709606
HBm_1.3 0.0987040589170684
HBm_1.4 0.0971820728087044
HBm_2.3 0.0975746458291258
HBm_2.4 0.0946568959163143
HBm_3.4 0.0869209998873879
HBv_1.2 0.0973316004534101
HBv_1.3 0.099174940456214
HBv_1.4 0.100903153377303
HBv_2.3 0.237935629242824
HBv_2.4 0.153969574385789
HBv_3.4 0.162334399918688
FST1m_1 0.192670954132715
FST1m_2 0.16859440270851
FST1m_3 0.207570295299785
FST1m_4 0.191949282520748
FST1v_1 0.173848378850088
FST1v_2 0.140944713822009
FST1v_3 0.134508321581416
FST1v_4 0.131017830307316
FST2m_1.2 0.0710191852108907
FST2m_1.3 0.0807182506065008
FST2m_1.4 0.0914289075878617
FST2m_2.3 0.39473863776523
FST2m_2.4 0.278494791452004
FST2m_3.4 0.691923175746153
FST2v_1.2 0.0751417338145332
FST2v_1.3 0.117858068563837
FST2v_1.4 0.155002404309726
FST2v_2.3 0.332146148478514
FST2v_2.4 0.313593853294742
FST2v_3.4 0.542709771080971
NEIm_1.2 0.0719656562934962
NEIm_1.3 0.0696790310171993
NEIm_1.4 0.072304619286333
NEIm_2.3 0.402028190658239
NEIm_2.4 0.172305102529421
NEIm_3.4 0.154537570321978
NEIv_1.2 0.0665995224521491
NEIv_1.3 0.0679729765881017
NEIv_1.4 0.0693591631437364
NEIv_2.3 0.487423343534734
NEIv_2.4 0.208111346535215
NEIv_3.4 0.221884240522577
AMLm_1.2.3 0.252546588702584
AMLm_2.1.3 0.139697056877997
AMLm_3.1.2 0.164969973959576
AMLm_1.2.4 0.279275216659554
AMLm_2.1.4 0.132898955419644
AMLm_4.1.2 0.146224641114961
AMLm_1.3.4 0.51176662506194
AMLm_3.1.4 0.135827550055436
AMLm_4.1.3 0.153642787033325
AMLm_2.3.4 1.78841252067039
AMLm_3.2.4 1.48126532639095
AMLm_4.2.3 0.333842552302354
AMLv_1.2.3 0.216204120586446
AMLv_2.1.3 0.146685843146207
AMLv_3.1.2 0.186653334494983
AMLv_1.2.4 0.239563135083496
AMLv_2.1.4 0.140376014912137
AMLv_4.1.2 0.16536183886552
AMLv_1.3.4 0.231406980958591
AMLv_3.1.4 0.148266836029972
AMLv_4.1.3 0.166943537222869
AMLv_2.3.4 2.12534656992877
AMLv_3.2.4 0.788493858263219
AMLv_4.2.3 0.510756045250043
FST3m_1.2.3 0.0670629889818038
FST3m_1.2.4 0.0671379508750555
FST3m_1.3.4 0.0768874402262637
FST3m_2.3.4 0.270734840310712
FST3v_1.2.3 0.0640411339034399
FST3v_1.2.4 0.066757545164365
FST3v_1.3.4 0.101648789544606
FST3v_2.3.4 0.270499779199178
FST4m_1.2.3.4 0.0664978856018615
FST4v_1.2.3.4 0.0654979644700611
F3m_1.2.3 0.0709285116468374
F3m_2.1.3 0.420447462611263
F3m_3.1.2 0.730086356037818
F3m_1.2.4 0.0670047480512183
F3m_2.1.4 0.358014105337492
F3m_4.1.2 0.344383530246265
F3m_1.3.4 0.0656994695282172
F3m_3.1.4 0.502176852982956
F3m_4.1.3 0.47765563396525
F3m_2.3.4 0.534950202496269
F3m_3.2.4 0.978554257573131
F3m_4.2.3 1.08973843805617
F3v_1.2.3 0.0604856119080281
F3v_2.1.3 0.20885306762525
F3v_3.1.2 0.260405721661563
F3v_1.2.4 0.0651691338878208
F3v_2.1.4 0.154815765247081
F3v_4.1.2 0.149349207640797
F3v_1.3.4 0.0625013116125808
F3v_3.1.4 0.154586177985987
F3v_4.1.3 0.207382108061835
F3v_2.3.4 0.294883668860011
F3v_3.2.4 0.208098103558905
F3v_4.2.3 0.348064811628976
F4m_1.2.3.4 1.06484363668821
F4m_1.3.2.4 0.980241345246225
F4m_1.4.2.3 0.44480114531422
F4v_1.2.3.4 0.14505082563667
F4v_1.3.2.4 0.132247942543935
F4v_1.4.2.3 0.157212303750509
NOISE1 0.460248328238724
NOISE2 0.460079013166035
NOISE3 0.442001801741415
NOISE4 0.438725118579217
NOISE5 0.440458195444354
