N1,N2,N3,N4,N5,N6,N7,Nanc,raa,ta,t1,t2,t3
158261.0,106955.3,236434.7,78856.52,68140.33,190682.7,153371.4,6495209.0,0.1413757,974.0,6648.077,20449.82,81637.01
